organization,name,full_name,stargazers_count,language,created_at,updated_at,homepage,fork,description
g0v,twlaw,g0v/twlaw,6,LiveScript,2013-02-08T04:39:45Z,2015-06-13T06:00:13Z,,False,Organize Taiwan laws
g0v,twstat,g0v/twstat,3,,2013-02-08T08:43:50Z,2014-08-31T10:01:24Z,,False,Taiwan National Statistics Data
g0v,encoding-mashup-server,g0v/encoding-mashup-server,2,JavaScript,2013-02-09T07:08:40Z,2015-11-13T14:50:37Z,,False,A system to help users find the correct Unicode or the CNS 11643 encoding for Han characters found as pictures (due to the limitation of Big-5) in many dictionaries published by the Ministry of Education (Taiwan)
g0v,liquid_feedback_core,g0v/liquid_feedback_core,1,C,2013-02-13T16:35:02Z,2014-01-05T22:07:34Z,,False,mirror of http://www.public-software-group.org/mercurial/liquid_feedback_core
g0v,liquid_feedback_frontend,g0v/liquid_feedback_frontend,5,Lua,2013-02-13T16:41:07Z,2014-01-06T22:53:05Z,,False,mirror of http://www.public-software-group.org/mercurial/liquid_feedback_frontend
g0v,codeforwelfare,g0v/codeforwelfare,1,JavaScript,2013-03-22T16:56:35Z,2013-11-07T08:02:59Z,,False,codeforwelfare
g0v,22k,g0v/22k,2,PHP,2013-03-23T07:25:00Z,2013-11-07T08:03:49Z,http://www.22kopendata.org,False,揭露22K Full Site source code
g0v,listening_api,g0v/listening_api,1,Ruby,2013-03-23T07:41:16Z,2015-01-09T11:00:31Z,,False,
g0v,g0vkeyword,g0v/g0vkeyword,1,JavaScript,2013-03-23T09:22:38Z,2014-06-16T17:06:23Z,,False,
g0v,esmoe,g0v/esmoe,9,Perl,2013-03-25T22:58:45Z,2015-05-23T19:15:45Z,,False,
g0v,laweasyread,g0v/laweasyread,12,JavaScript,2013-03-26T13:44:59Z,2015-03-21T11:58:46Z,,False,API for Taiwan Law
g0v,laweasyread-data,g0v/laweasyread-data,1,LiveScript,2013-03-28T14:33:52Z,2014-03-27T17:36:05Z,,False,
g0v,moedict-data-twblg,g0v/moedict-data-twblg,12,LiveScript,2013-03-29T10:24:49Z,2015-11-06T05:22:49Z,,False,臺灣閩南語常用詞辭典 資料檔
g0v,esly,g0v/esly,1,Perl,2013-03-30T14:29:22Z,2014-09-09T09:34:24Z,,False,Some play to index parsed ly gazette in ES
g0v,hack.g0v.tw,g0v/hack.g0v.tw,39,LiveScript,2013-04-01T10:14:54Z,2015-11-16T02:50:27Z,,True,organize gdoc and hackpad for hackathons
g0v,listening_test,g0v/listening_test,0,JavaScript,2013-04-03T08:49:14Z,2013-11-07T08:02:32Z,,False,
g0v,ly-crx,g0v/ly-crx,0,LiveScript,2013-04-09T16:12:33Z,2013-10-29T11:22:50Z,,False,Chrome extension for ly.gov.tw site improvements from ly.g0v.tw
g0v,p0st-data,g0v/p0st-data,3,Perl,2013-04-11T06:04:14Z,2014-09-09T09:51:57Z,,False,post.gov.tw data processing
g0v,twhgis,g0v/twhgis,6,LiveScript,2013-04-27T13:37:18Z,2015-04-20T13:51:21Z,,False,historical geographic inforamtion data for Taiwan
g0v,zh-stroke-data,g0v/zh-stroke-data,13,JavaScript,2013-04-29T10:42:41Z,2015-11-06T05:22:29Z,,False,常用國字標準字體筆劃 XML 資料檔
g0v,TWLegislativeYuanData,g0v/TWLegislativeYuanData,1,PHP,2013-04-30T17:40:26Z,2014-01-05T13:46:31Z,,True,台灣立法院資料
g0v,lfapi,g0v/lfapi,1,JavaScript,2013-05-15T03:16:48Z,2013-11-07T07:58:54Z,,False,mirror of http://www.public-software-group.org/mercurial/lfapi
g0v,gcaa-legislator-vs-nuke-ui-design,g0v/gcaa-legislator-vs-nuke-ui-design,0,JavaScript,2013-05-19T05:20:13Z,2013-11-07T07:55:54Z,,False,2013-gcaa-立委議題傾向
g0v,kuansim,g0v/kuansim,28,Ruby,2013-05-20T02:53:46Z,2015-01-13T15:19:42Z,http://hack.g0v.tw/kuansim/mynkDCEAXgc,False,鄉民關心你 - 事件追蹤分析系統
g0v,moedict-app,g0v/moedict-app,18,Java,2013-05-23T12:40:49Z,2015-11-06T05:16:12Z,http://app.moedict.org/,False,Stand-alone MoeDict app snapshot
g0v,g0v-paradise,g0v/g0v-paradise,1,,2013-05-25T17:19:55Z,2013-11-07T07:46:23Z,,True,vagrant settings for g0v box
g0v,TW-ERROR-451-PAGE,g0v/TW-ERROR-451-PAGE,7,,2013-05-29T03:14:24Z,2014-10-31T07:49:27Z,,False,台灣HTTP 451 ERROR 抗議財智局頁面
g0v,stop-taiwan-sopa,g0v/stop-taiwan-sopa,5,Ruby,2013-06-02T17:47:24Z,2013-11-07T07:55:19Z,,False,
g0v,kitchen,g0v/kitchen,0,Ruby,2013-06-06T12:20:28Z,2013-11-07T07:35:23Z,,False,chef kitchen
g0v,roadpin,g0v/roadpin,9,Python,2013-06-08T03:33:15Z,2015-10-26T03:38:17Z,,False,g0v 路見不平專案
g0v,ww-simulation,g0v/ww-simulation,5,JavaScript,2013-06-08T05:11:14Z,2013-09-30T01:46:41Z,,False,The simulation of g0v graph server
g0v,moedict-data-hakka,g0v/moedict-data-hakka,3,LiveScript,2013-06-08T05:37:07Z,2015-09-09T12:38:58Z,,False,臺灣客家語常用詞辭典 資料檔
g0v,news-diff,g0v/news-diff,14,Python,2013-06-08T05:48:43Z,2015-11-06T05:16:02Z,,False,"A news crawler, parser and diff engine"
g0v,worldwonder,g0v/worldwonder,0,,2013-06-08T13:27:59Z,2013-11-07T07:54:29Z,,False,World wonder !
g0v,addressbook.parser,g0v/addressbook.parser,14,Python,2013-06-13T17:53:18Z,2015-03-30T16:48:06Z,,False,Taiwan government addressbook parser
g0v,kuansim-mockdata,g0v/kuansim-mockdata,1,Haskell,2013-06-20T17:30:44Z,2013-10-23T11:22:59Z,,False,mockdata_generator
g0v,Logbot,g0v/Logbot,41,JavaScript,2013-06-24T01:36:36Z,2015-11-13T17:06:37Z,http://logbot.g0v.tw/,True,Simple IRC logger with realtime web-based viewer
g0v,lfrest,g0v/lfrest,2,LiveScript,2013-06-24T10:11:28Z,2014-04-24T07:51:39Z,,False,Reimplementation of lfapi with pgrest
g0v,pirate_feedback_ui_redesign,g0v/pirate_feedback_ui_redesign,1,Ruby,2013-06-26T14:03:58Z,2013-11-07T07:46:33Z,,False,
g0v,issue-aspect,g0v/issue-aspect,1,JavaScript,2013-06-27T02:42:26Z,2013-11-07T07:47:19Z,http://g0v.github.io/issue-aspect,False,為以後政府特定議題可以提出正、反討論的觀點
g0v,realprice,g0v/realprice,2,Ruby,2013-07-03T18:22:58Z,2013-10-26T07:42:43Z,,False,House and land price visualization
g0v,tisa-map,g0v/tisa-map,11,JavaScript,2013-07-11T13:54:48Z,2014-11-08T02:40:58Z,http://tisa.g0v.tw/,False,trade in service agreement map.
g0v,callnow,g0v/callnow,0,JavaScript,2013-07-12T02:27:58Z,2013-11-07T07:45:26Z,http://gcaa.org.tw/callnow/#,False,callnow webpage original files and folders.
g0v,twangry,g0v/twangry,47,JavaScript,2013-07-13T16:47:04Z,2015-07-09T13:36:52Z,http://fact.g0v.tw,False,政誌 - Angry event made in Taiwan.
g0v,kuansim_chrome,g0v/kuansim_chrome,1,JavaScript,2013-07-18T12:38:49Z,2013-10-11T02:42:45Z,,False,google chrome extension for kuansim
g0v,style-guide,g0v/style-guide,11,HTML,2013-07-20T15:54:07Z,2015-11-08T23:16:22Z,,False,G0V style guilde
g0v,kuansim-backend,g0v/kuansim-backend,5,LiveScript,2013-07-22T15:31:52Z,2014-08-28T17:50:35Z,,False,kuansim - backend
g0v,TW-history,g0v/TW-history,1,,2013-07-23T03:18:30Z,2013-11-07T07:44:24Z,,False,Taiwan 的重要事件做記錄
g0v,kuansim-frontend,g0v/kuansim-frontend,7,CSS,2013-07-30T09:11:53Z,2015-05-31T17:23:38Z,,False,鄉民關心你
g0v,api.ly,g0v/api.ly,10,LiveScript,2013-07-30T18:11:52Z,2015-05-23T19:17:48Z,,False,api.ly.g0v.tw - ly api endpoint
g0v,kakunoko,g0v/kakunoko,1,Java,2013-08-05T13:12:33Z,2014-05-06T08:43:56Z,,False,格納庫，用來放些拆房子的利器
g0v,g0village,g0v/g0village,5,JavaScript,2013-08-06T14:17:24Z,2013-11-07T07:43:17Z,,False,新手村計畫
g0v,don-republic,g0v/don-republic,6,CSS,2013-08-08T09:56:50Z,2014-07-02T18:54:42Z,,False,動民主
g0v,readme,g0v/readme,0,,2013-08-08T17:23:22Z,2013-11-07T07:36:45Z,,False,Quick markdown wrapper for project needs convert md to html.
g0v,g0village-8bit,g0v/g0village-8bit,25,JavaScript,2013-08-09T04:03:34Z,2015-10-26T05:19:08Z,,False,g0v 新手村計劃 8bit
g0v,laweasyread-front,g0v/laweasyread-front,8,JavaScript,2013-08-09T12:27:44Z,2014-11-04T03:48:50Z,http://hack.g0v.tw/laweasyread,True,an extension for browsers to view Taiwan's law articles/websites easier
g0v,kuansim-devops,g0v/kuansim-devops,1,Python,2013-08-10T04:12:51Z,2013-11-07T07:32:28Z,,False,"鄉民關心你的行政事務, 論壇維護及新手文件整理"
g0v,TWControlYuanData,g0v/TWControlYuanData,4,Python,2013-08-10T06:16:05Z,2014-01-05T13:44:36Z,,False,砍台灣監察院資料
g0v,newshelper-extension,g0v/newshelper-extension,72,JavaScript,2013-08-10T07:34:27Z,2015-11-05T11:20:28Z,http://newshelper.g0v.tw,False,協助您判別含有誤導資訊的新聞
g0v,hanconvert,g0v/hanconvert,1,Perl,2013-08-10T07:38:31Z,2014-09-09T13:17:40Z,,False,han convert proxy
g0v,aec-process,g0v/aec-process,0,Perl,2013-08-10T20:33:22Z,2014-09-09T13:17:46Z,,False,The data-process programs for aec data.
g0v,i64885,g0v/i64885,2,,2013-08-11T12:32:55Z,2014-06-28T04:08:31Z,,False,A request tracking and notification system for legal aid.  Helping political victims in emergency situation.  
g0v,magic-mirror,g0v/magic-mirror,4,Perl,2013-08-11T18:13:26Z,2015-05-06T07:30:38Z,,False,定時 mirror *.gov.tw 上有時效性的資料到 git repository.
g0v,ircstat,g0v/ircstat,1,JavaScript,2013-08-12T13:40:35Z,2013-12-22T05:59:02Z,,False,irc activity collection and visualization
g0v,newshelper-backend,g0v/newshelper-backend,21,HTML,2013-08-13T00:43:49Z,2015-10-23T02:38:07Z,http://newshelper.g0v.tw/,False,新聞小幫手網站及 API server
g0v,petneed.me,g0v/petneed.me,1,CSS,2013-08-14T05:19:14Z,2013-12-22T17:57:28Z,petneed.me,True,Animal Adoption Platform by Django
g0v,typo-resolver,g0v/typo-resolver,3,JavaScript,2013-08-20T01:02:32Z,2015-06-30T05:17:46Z,,False,a Google Chrome extension
g0v,abroadplay,g0v/abroadplay,9,PHP,2013-08-21T03:35:44Z,2015-11-16T08:49:18Z,http://report.nat.g0v.tw/,False,公務員出國考察追蹤網
g0v,urlshot,g0v/urlshot,1,Perl,2013-08-28T20:22:20Z,2013-11-03T16:00:21Z,,False,URL Rasterization as a service
g0v,president-process,g0v/president-process,0,Python,2013-08-30T03:24:38Z,2014-01-03T17:04:31Z,,False,The data-process programs for 總統府相關資料
g0v,newsplanet,g0v/newsplanet,0,,2013-08-30T16:07:09Z,2013-11-07T07:28:20Z,,False,
g0v,twly-voter-guide,g0v/twly-voter-guide,42,HTML,2013-09-05T15:08:42Z,2015-11-16T08:28:10Z,http://vote.ly.g0v.tw/,False,立委投票指南
g0v,pdf-text-cutter,g0v/pdf-text-cutter,7,Perl,2013-09-12T06:59:39Z,2014-11-26T03:06:51Z,,False,從 pdf 中切字出來的工具
g0v,listening-data,g0v/listening-data,3,Ruby,2013-09-16T13:32:54Z,2015-04-20T17:14:23Z,,False,爬出各縣市政府的福利資料
g0v,moedict-dodo,g0v/moedict-dodo,4,Perl,2013-09-28T13:22:01Z,2015-08-01T16:37:21Z,,False,萌典啄木鳥
g0v,Airesis,g0v/Airesis,1,JavaScript,2013-10-03T12:47:49Z,2013-11-18T02:26:59Z,www.airesis.eu,True,The most advanced and innovative edemocracy web application
g0v,grabejs,g0v/grabejs,0,JavaScript,2013-10-11T14:26:30Z,2014-10-10T17:30:26Z,,False,customize phantomjs for take snapshot / html shot of website.
g0v,moc,g0v/moc,0,,2013-10-13T13:28:37Z,2013-11-26T18:57:52Z,,False,g0v Ministry of Culture
g0v,moedict-data-csld,g0v/moedict-data-csld,29,Perl,2013-10-16T10:07:37Z,2015-09-01T04:00:19Z,,False,中華語文知識庫 資料檔
g0v,moc-license-center,g0v/moc-license-center,1,JavaScript,2013-10-16T19:16:36Z,2013-12-21T16:52:39Z,,False,None
g0v,kuansim-rails,g0v/kuansim-rails,1,CSS,2013-10-20T01:04:36Z,2014-11-02T05:22:29Z,,False,Rails backend for the kuansim project
g0v,e04,g0v/e04,2,,2013-10-20T05:08:41Z,2015-01-31T18:19:25Z,,False,g0v 人力資源部
g0v,openingparliament,g0v/openingparliament,0,CSS,2013-10-24T16:28:28Z,2013-11-20T15:42:07Z,,True,
g0v,semantic-ui-experiment,g0v/semantic-ui-experiment,0,CSS,2013-10-26T12:52:02Z,2014-01-28T20:34:19Z,,False,None
g0v,ivod.ly.g0v.tw,g0v/ivod.ly.g0v.tw,8,CSS,2013-11-02T03:20:05Z,2014-11-02T17:17:57Z,,False,
g0v,3du.tw,g0v/3du.tw,1,,2013-11-16T18:32:18Z,2014-01-08T02:39:14Z,,False,3du.tw Landing Page
g0v,twly_crawler,g0v/twly_crawler,11,Python,2013-11-19T07:30:05Z,2015-11-18T13:08:33Z,,False,Crawl Taiwan Congress Data by Scrapy
g0v,mapView,g0v/mapView,0,JavaScript,2013-11-22T00:48:02Z,2014-01-14T09:28:59Z,,False,using map to render data and make social activities
g0v,moer.g0v.tw,g0v/moer.g0v.tw,3,CSS,2013-12-02T17:50:53Z,2014-11-27T05:32:26Z,,False,Visualizations for opendata.epa.gov.tw data
g0v,ly-tel,g0v/ly-tel,5,JavaScript,2013-12-05T00:13:21Z,2014-04-21T19:01:30Z,,False,立委聯絡資訊
g0v,bill-nicknames,g0v/bill-nicknames,1,,2013-12-05T08:44:50Z,2014-01-13T06:35:31Z,,False,Table of popular nicknames and keywords for bills
g0v,twbot-data,g0v/twbot-data,0,JavaScript,2013-12-09T03:00:24Z,2014-01-21T09:15:56Z,,False,BOT/BTO/RO/OT/BOO/Other cases data retrieved from http://http://ppp.pcc.gov.tw/
g0v,nsc-projects,g0v/nsc-projects,1,Shell,2013-12-13T05:16:16Z,2013-12-17T16:29:14Z,,False,national science council projecti budget for every single institute since 1989
g0v,BadDriver.tw,g0v/BadDriver.tw,0,JavaScript,2013-12-18T16:01:01Z,2014-02-18T15:03:49Z,http://baddriver.mobileweb.com.tw,False,baddriver.tw front-end layout
g0v,epa-data,g0v/epa-data,0,LiveScript,2013-12-19T09:16:08Z,2013-12-29T15:07:20Z,,False,
g0v,BadDriverAPI,g0v/BadDriverAPI,0,JavaScript,2013-12-20T10:57:36Z,2014-01-01T15:16:03Z,http://baddriver.mobileweb.com.tw,False,BadDriver.tw Backend API server
g0v,g0vis,g0v/g0vis,3,JavaScript,2013-12-22T05:50:23Z,2014-09-22T14:58:43Z,,False,Visualization of g0v 
g0v,posland,g0v/posland,9,LiveScript,2013-12-22T20:41:20Z,2015-11-11T04:19:32Z,,False,台灣地址、地號經緯度查詢
g0v,url-normalizer.js,g0v/url-normalizer.js,1,JavaScript,2013-12-25T03:17:21Z,2015-06-29T04:33:55Z,,False,Normalize URL
g0v,tibet,g0v/tibet,1,JavaScript,2013-12-25T09:38:10Z,2014-05-09T07:59:55Z,http://g0v.github.io/tibet/,False,圖博資訊站
g0v,meta.g0v.tw,g0v/meta.g0v.tw,1,Ruby,2013-12-30T12:53:05Z,2013-12-30T21:51:46Z,,False,g0v相關專案的meta data匯集
g0v,g0v.asia,g0v/g0v.asia,3,CSS,2014-01-10T16:41:06Z,2015-08-01T16:35:21Z,,False,g0v.asia landing page
g0v,congress-vote-analytics-beta,g0v/congress-vote-analytics-beta,0,PHP,2014-01-16T04:10:57Z,2014-01-16T04:43:58Z,,True,rebuilt by codeigniter
g0v,farmers,g0v/farmers,0,JavaScript,2014-01-18T13:38:21Z,2014-01-21T17:49:05Z,,False,a mobile app for all kind farmers
g0v,ipad-air-case-selector,g0v/ipad-air-case-selector,0,,2014-01-19T05:58:21Z,2014-01-19T05:58:22Z,,False,how to choose an appropriate case for your ipad air?
g0v,CommuniqueAPI,g0v/CommuniqueAPI,1,JavaScript,2014-01-20T16:39:42Z,2014-12-25T16:13:39Z,,False,g0v Communique API
g0v,thedaywefightback,g0v/thedaywefightback,0,CSS,2014-01-28T13:14:51Z,2014-01-28T18:02:48Z,,True,thedaywefightback.g0v.tw
g0v,angular-laweasyread,g0v/angular-laweasyread,0,JavaScript,2014-02-07T02:07:47Z,2014-02-25T13:16:33Z,,False,angular directive of laweasyread
g0v,env.g0v.tw,g0v/env.g0v.tw,9,LiveScript,2014-02-07T09:24:05Z,2015-05-19T05:33:19Z,,False,Taiwan Environment Dashboard
g0v,g0v-tour-guide,g0v/g0v-tour-guide,3,JavaScript,2014-02-10T07:16:36Z,2014-09-03T04:46:49Z,,False,a guide to g0v
g0v,aqx-graphite,g0v/aqx-graphite,0,Perl,2014-02-10T11:53:41Z,2015-04-21T22:26:04Z,,False,A processor that sends AQX measures to graphite
g0v,generator-g0v-webapp,g0v/generator-g0v-webapp,1,JavaScript,2014-02-12T14:42:35Z,2014-02-13T07:54:53Z,,False,Yeoman Generator for generating g0v common webapp
g0v,don-press,g0v/don-press,1,JavaScript,2014-02-12T17:00:10Z,2014-03-06T07:31:45Z,,False,動民主 app 之全民記者會
g0v,g0vTxT,g0v/g0vTxT,5,JavaScript,2014-02-20T12:19:19Z,2014-12-18T10:37:21Z,http://g0v.github.io/g0vTxT/,False,Visualize g0v hackpad's information.
g0v,nuclear-data,g0v/nuclear-data,1,LiveScript,2014-02-22T04:06:06Z,2014-02-26T14:50:01Z,,False,核電翻譯機
g0v,askkk,g0v/askkk,13,JavaScript,2014-02-22T05:21:16Z,2015-06-10T17:05:08Z,,False,wethepeople.tw codebase
g0v,0media,g0v/0media,0,JavaScript,2014-02-22T06:34:34Z,2014-06-25T01:54:09Z,,False,"news media with core idea ""visualization"", ""civilization"", ""democracy"" and ""open license"""
g0v,api.addressbook,g0v/api.addressbook,1,Ruby,2014-03-04T02:13:53Z,2014-06-24T18:36:10Z,,False,Taiwan government open contact server backend
g0v,summit.g0v.tw,g0v/summit.g0v.tw,6,CSS,2014-03-04T05:38:04Z,2015-11-08T23:16:10Z,,False,g0v summit 2014 website
g0v,CMDXMoldTesting,g0v/CMDXMoldTesting,0,C++,2014-03-05T10:05:19Z,2014-03-05T10:05:20Z,,True,電腦試模小程式_windows
g0v,addressbook-data-converter,g0v/addressbook-data-converter,2,PLSQL,2014-03-07T03:06:41Z,2015-05-25T15:40:12Z,,False,addressbook data converter - convert Taiwan government open contact data in popolized format
g0v,b0t-hubot,g0v/b0t-hubot,3,Shell,2014-03-07T17:24:11Z,2014-04-18T17:24:05Z,,False,g0v irc robot by hubot (http://hubot.github.com/)
g0v,tainan-map,g0v/tainan-map,0,JavaScript,2014-03-09T17:00:11Z,2014-03-09T17:03:17Z,,True,OpenStreetMap with Tainan old maps.
g0v,g0villa,g0v/g0villa,0,JavaScript,2014-03-12T20:05:13Z,2014-03-31T05:37:44Z,,False,tabzilla for g0v sites
g0v,g0v.today,g0v/g0v.today,2,JavaScript,2014-03-13T08:59:09Z,2014-04-02T12:31:00Z,,False,
g0v,ivod-download-client,g0v/ivod-download-client,1,PHP,2014-03-18T00:32:07Z,2014-10-15T11:32:35Z,,True,ivod download client
g0v,conference-map-main,g0v/conference-map-main,0,JavaScript,2014-03-22T03:54:24Z,2014-04-19T08:08:07Z,g0v.github.io/conference-map-main,True,零時廣場 - 動態地圖、議程
g0v,conference-map-message-server,g0v/conference-map-message-server,0,LiveScript,2014-03-22T03:54:49Z,2014-03-22T03:54:49Z,,True,socket.io server for conference-map (我的活動地圖)
g0v,padnews,g0v/padnews,0,LiveScript,2014-03-22T07:36:39Z,2014-03-31T12:04:18Z,,False,
g0v,padnews-cli,g0v/padnews-cli,0,LiveScript,2014-03-22T07:41:11Z,2014-03-29T04:10:57Z,,False,cli client for padnews
g0v,padnews-web,g0v/padnews-web,1,CSS,2014-03-23T04:31:35Z,2014-07-27T11:10:27Z,,False,A web client for padnews.
g0v,tv4mobile,g0v/tv4mobile,0,JavaScript,2014-03-23T08:25:31Z,2014-03-23T22:28:31Z,,False,
g0v,tweet-html-diff,g0v/tweet-html-diff,2,Perl,2014-03-24T22:33:43Z,2015-03-31T19:57:05Z,,False,For tweeting live updates from http://congress-text-live.herokuapp.com/
g0v,we-are-g0v,g0v/we-are-g0v,4,JavaScript,2014-03-25T07:58:12Z,2014-05-06T08:42:57Z,g0v.github.io/we-are-g0v,False,facebook cover generator
g0v,restore,g0v/restore,0,Python,2014-03-26T08:40:40Z,2014-03-26T11:28:13Z,,False,auto backup tool
g0v,reporter,g0v/reporter,2,CSS,2014-03-26T21:34:54Z,2015-07-10T04:53:05Z,g0v.github.io/reporter/,False,公民記者證列印
g0v,LetsFuMouAPI,g0v/LetsFuMouAPI,1,JavaScript,2014-03-28T03:32:55Z,2014-04-06T17:51:08Z,,False,The FuMou Public Hearing's Data API
g0v,agriculture,g0v/agriculture,2,JavaScript,2014-03-29T07:40:52Z,2015-03-01T11:54:40Z,http://g0v.github.io/agriculture,False,農域入口網站 Prototype
g0v,g0v.io,g0v/g0v.io,4,CSS,2014-04-02T12:47:13Z,2015-08-01T16:36:33Z,http://g0v.io,False,Captive Portal for people inside and around the occupied area in Taiwan
g0v,councilor-voter-guide,g0v/councilor-voter-guide,53,Python,2014-04-03T14:19:10Z,2015-11-16T08:40:10Z,http://councils.g0v.tw/,False,議員投票指南
g0v,addressbook-frontend,g0v/addressbook-frontend,3,JavaScript,2014-04-04T05:35:57Z,2015-01-24T09:19:57Z,,False,Taiwan government open contact server frontend
g0v,sunflower,g0v/sunflower,0,JavaScript,2014-04-04T19:32:13Z,2014-08-02T09:16:03Z,http://g0v.github.io/sunflower/,False,島嶼天光學潮實紀錄 Source Code.
g0v,farmer,g0v/farmer,1,JavaScript,2014-04-09T01:51:40Z,2014-10-30T22:01:42Z,,False,農業相關資訊工具
g0v,eia-citizen,g0v/eia-citizen,4,Python,2014-04-09T04:03:30Z,2015-04-20T17:15:57Z,,False,環境影響評估公民版
g0v,sticker-story,g0v/sticker-story,1,,2014-04-11T06:29:58Z,2014-04-13T14:44:23Z,,False,To record the stories of sticks on the back of a laptop.
g0v,SunflowerDocumentaryAPI,g0v/SunflowerDocumentaryAPI,0,JavaScript,2014-04-15T15:08:28Z,2014-08-02T08:22:31Z,,False,The Sunflower Documentary Data API
g0v,addressbook-iOS,g0v/addressbook-iOS,5,Objective-C,2014-04-16T15:29:16Z,2015-02-07T01:46:11Z,,False,政府公開通訊錄 iOS 版
g0v,LittleBeeGeo,g0v/LittleBeeGeo,1,LiveScript,2014-04-19T03:36:23Z,2014-06-18T19:19:20Z,https://g0v.hackpad.com/KOsFaCMi6u0,False,A tool to help the little bees team to report the addresses and places that they have visited and sent agendas
g0v,congress-vote-analytics,g0v/congress-vote-analytics,3,PHP,2014-04-19T05:18:22Z,2014-12-01T09:30:45Z,,False,選票成份分析網站
g0v,live,g0v/live,4,JavaScript,2014-04-19T05:49:59Z,2014-06-20T03:01:52Z,,False,Live broadcasting aggregator via hackfoldr
g0v,TWRadiationApp,g0v/TWRadiationApp,4,Objective-C,2014-04-19T06:14:09Z,2015-05-10T09:00:49Z,,False,台灣輻射地圖APP for iOS
g0v,liveext,g0v/liveext,1,JavaScript,2014-04-22T02:41:57Z,2015-04-20T17:19:09Z,,False,live channel for chrome extension
g0v,ckan,g0v/ckan,0,Python,2014-04-22T07:44:48Z,2014-04-22T07:45:06Z,http://ckan.org/,True,"CKAN is an open-source DMS (data management system) for powering data hubs and data portals. CKAN makes it easy to publish, share and use data. It powers datahub.io, catalog.data.gov and data.gov.uk among many other sites."
g0v,cancer,g0v/cancer,3,LiveScript,2014-04-22T10:15:27Z,2014-05-14T03:32:23Z,,False,"Statistics in town level of patients with cancer, from 2004 to 2012."
g0v,live_teach,g0v/live_teach,0,,2014-04-24T08:44:28Z,2014-04-25T07:04:23Z,,False,
g0v,discourse,g0v/discourse,1,Ruby,2014-04-29T01:42:18Z,2014-04-29T06:01:04Z,http://www.discourse.org,True,"A platform for community discussion. Free, open, simple."
g0v,TWRadiationMapRestApi,g0v/TWRadiationMapRestApi,1,,2014-05-11T13:10:20Z,2014-06-21T13:12:43Z,,False,
g0v,addressbook-grano,g0v/addressbook-grano,0,Ruby,2014-05-11T18:06:45Z,2014-06-18T16:31:55Z,,False,
g0v,eia_crawler,g0v/eia_crawler,0,Python,2014-05-13T15:41:10Z,2014-06-18T10:22:05Z,,True,Crawl the EIA reports via Scrapy.
g0v,dkan-core,g0v/dkan-core,0,CSS,2014-05-15T17:23:57Z,2015-01-04T04:02:56Z,http://data.g0v.tw,True,data.g0v.tw use DKAN. dkan-core doesn't include any 3-party module and drupal in code.
g0v,dkan-theme,g0v/dkan-theme,0,CSS,2014-05-18T13:32:29Z,2014-06-25T08:05:18Z,,False,Clone of dkan theme for data.g0v.tw usage
g0v,g0vcaptcha,g0v/g0vcaptcha,0,Perl,2014-05-20T06:13:10Z,2014-09-09T18:36:13Z,https://g0v.hackpad.com/g0vcaptcha-Lyk6kEGWSNH?r=0,False,
g0v,timemapper,g0v/timemapper,1,JavaScript,2014-05-28T17:32:36Z,2014-10-28T14:36:30Z,http://timemapper.okfnlabs.org/,True,Create and share elegant timelines and timemaps fast
g0v,TWDoorplates,g0v/TWDoorplates,1,Ruby,2014-06-09T17:21:10Z,2015-01-05T06:23:32Z,http://ris.g0v.tw,False,台灣內政部戶政司地址查詢器
g0v,projectPool,g0v/projectPool,0,HTML,2014-06-18T15:54:44Z,2015-10-28T20:44:54Z,http://g0v.github.io/projectPool/,False,The g0v project pool.
g0v,donvote,g0v/donvote,0,JavaScript,2014-06-20T19:15:16Z,2014-06-21T09:46:58Z,,False,動民主 0.5 - 動投票 - 獨立 repo
g0v,don-republic-mockup,g0v/don-republic-mockup,0,CSS,2014-06-21T06:26:08Z,2014-07-02T17:33:13Z,,False,
g0v,local.data,g0v/local.data,0,JavaScript,2014-06-27T07:10:44Z,2014-06-27T07:57:44Z,http://census.okfn.org/,True,Open Data Census website and dashboard
g0v,POPonFire,g0v/POPonFire,4,CSS,2014-07-01T15:28:20Z,2014-08-04T15:56:56Z,http://g0v.github.io/POPonFire/,False,公有地大行動
g0v,sunshine.cy,g0v/sunshine.cy,2,Python,2014-07-18T09:57:53Z,2015-05-13T10:32:28Z,http://sunshine.cy.g0v.tw/,False,金錢報 - 公職人員財產申報
g0v,i69,g0v/i69,1,,2014-07-19T13:12:59Z,2014-07-19T14:52:23Z,http://g0v.github.io/i69/,False,
g0v,hacktabl,g0v/hacktabl,12,HTML,2014-07-20T03:54:34Z,2015-10-31T05:58:50Z,http://hacktabl.org,True,"Comparison table generator, using Ethercalc and Google Doc as the content backend."
g0v,inLiveTwTextChrome,g0v/inLiveTwTextChrome,0,,2014-07-25T04:57:12Z,2014-06-21T06:49:29Z,,True,InLiveTw for ChromeCast through Google Cast extension
g0v,front-end-demo,g0v/front-end-demo,0,CSS,2014-07-26T13:19:42Z,2014-07-28T04:08:57Z,http://g0v.github.io/front-end-demo/,False,simple html demo
g0v,twpolitwoops-collector,g0v/twpolitwoops-collector,3,Python,2014-07-30T07:58:01Z,2015-04-20T17:05:55Z,,True,Python workers that collect tweets/feeds from the twitter/facebook streaming api and track deletions
