organization,repository,login,contributions,html_url,url
azavea,OpenTripPlanner,aguiraf,3,https://github.com/aguiraf,https://api.github.com/users/aguiraf
azavea,OpenTripPlanner,landonreed,2,https://github.com/landonreed,https://api.github.com/users/landonreed
azavea,OpenTripPlanner,mentaer,2,https://github.com/mentaer,https://api.github.com/users/mentaer
azavea,OpenTripPlanner,nicco,2,https://github.com/nicco,https://api.github.com/users/nicco
azavea,OpenTripPlanner,CloudNiner,2,https://github.com/CloudNiner,https://api.github.com/users/CloudNiner
azavea,OpenTripPlanner,dbjohn,1,https://github.com/dbjohn,https://api.github.com/users/dbjohn
azavea,OpenTripPlanner,amayne,1,https://github.com/amayne,https://api.github.com/users/amayne
azavea,OpenTripPlanner,BertScholten,1,https://github.com/BertScholten,https://api.github.com/users/BertScholten
azavea,OpenTripPlanner,joelhaasnoot,1,https://github.com/joelhaasnoot,https://api.github.com/users/joelhaasnoot
azavea,OpenTripPlanner,jasnow,1,https://github.com/jasnow,https://api.github.com/users/jasnow
azavea,OpenTripPlanner,MikeLockz,1,https://github.com/MikeLockz,https://api.github.com/users/MikeLockz
azavea,OpenTripPlanner,PatSunter,1,https://github.com/PatSunter,https://api.github.com/users/PatSunter
azavea,OpenTripPlanner,karussell,1,https://github.com/karussell,https://api.github.com/users/karussell
azavea,OpenTripPlanner,smsm1,1,https://github.com/smsm1,https://api.github.com/users/smsm1
azavea,OpenTripPlanner,thatsmydoing,1,https://github.com/thatsmydoing,https://api.github.com/users/thatsmydoing
azavea,OpenTripPlanner,trevorgerhardt,1,https://github.com/trevorgerhardt,https://api.github.com/users/trevorgerhardt
azavea,OpenTripPlanner,pataquets,1,https://github.com/pataquets,https://api.github.com/users/pataquets
azavea,OpenTripPlanner,bennlich,1,https://github.com/bennlich,https://api.github.com/users/bennlich
azavea,OpenTripPlanner,ekorsky,1,https://github.com/ekorsky,https://api.github.com/users/ekorsky
azavea,OpenTripPlanner,invalid-email-address,1,https://github.com/invalid-email-address,https://api.github.com/users/invalid-email-address
azavea,OpenTripPlanner,niftynei,1,https://github.com/niftynei,https://api.github.com/users/niftynei
azavea,OpenTripPlanner,patlustosa,1,https://github.com/patlustosa,https://api.github.com/users/patlustosa
azavea,OpenTripPlanner,timwey,1,https://github.com/timwey,https://api.github.com/users/timwey
azavea,OpenTripPlanner,ybonnel,1,https://github.com/ybonnel,https://api.github.com/users/ybonnel
azavea,ansible-opentripplanner,flibbertigibbet,24,https://github.com/flibbertigibbet,https://api.github.com/users/flibbertigibbet
azavea,ansible-opentripplanner,CloudNiner,15,https://github.com/CloudNiner,https://api.github.com/users/CloudNiner
azavea,ansible-opentripplanner,moradology,2,https://github.com/moradology,https://api.github.com/users/moradology
azavea,ansible-opentripplanner,hectcastro,1,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,mapbox-studio-pencil.tm2,ajashton,7,https://github.com/ajashton,https://api.github.com/users/ajashton
azavea,mapbox-studio-pencil.tm2,dmcglone,7,https://github.com/dmcglone,https://api.github.com/users/dmcglone
azavea,mapbox-studio-pencil.tm2,mapadelphia,4,https://github.com/mapadelphia,https://api.github.com/users/mapadelphia
azavea,mapbox-studio-pencil.tm2,TDahlberg,1,https://github.com/TDahlberg,https://api.github.com/users/TDahlberg
azavea,mapbox-studio-pencil.tm2,yhahn,1,https://github.com/yhahn,https://api.github.com/users/yhahn
azavea,mapbox-studio-pencil.tm2,samanpwbb,1,https://github.com/samanpwbb,https://api.github.com/users/samanpwbb
azavea,ansible-gdal-netcdf,lossyrob,5,https://github.com/lossyrob,https://api.github.com/users/lossyrob
azavea,ansible-tasseo,hectcastro,8,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-pptpd,hectcastro,8,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-iptables-persistent,hectcastro,5,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-oracle-instantclient,sharph,6,https://github.com/sharph,https://api.github.com/users/sharph
azavea,ansible-oracle-instantclient,hectcastro,1,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-grafana,hectcastro,5,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-phantomjs,hectcastro,4,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-gunicorn,sharph,9,https://github.com/sharph,https://api.github.com/users/sharph
azavea,ansible-rds-ca-bundle,hectcastro,5,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-celery,hectcastro,10,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,ansible-celery,maurizi,1,https://github.com/maurizi,https://api.github.com/users/maurizi
azavea,jekyll_test-site,jfrankl,34,https://github.com/jfrankl,https://api.github.com/users/jfrankl
azavea,jekyll_test-site,hectcastro,8,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,bootstrap-select,caseyjhol,294,https://github.com/caseyjhol,https://api.github.com/users/caseyjhol
azavea,bootstrap-select,t0xicCode,141,https://github.com/t0xicCode,https://api.github.com/users/t0xicCode
azavea,bootstrap-select,silviomoreto,108,https://github.com/silviomoreto,https://api.github.com/users/silviomoreto
azavea,bootstrap-select,vsn4ik,29,https://github.com/vsn4ik,https://api.github.com/users/vsn4ik
azavea,bootstrap-select,anacarolinats,15,https://github.com/anacarolinats,https://api.github.com/users/anacarolinats
azavea,bootstrap-select,altearius,6,https://github.com/altearius,https://api.github.com/users/altearius
azavea,bootstrap-select,rdeavila,6,https://github.com/rdeavila,https://api.github.com/users/rdeavila
azavea,bootstrap-select,dcwatson,4,https://github.com/dcwatson,https://api.github.com/users/dcwatson
azavea,bootstrap-select,jonathantneal,3,https://github.com/jonathantneal,https://api.github.com/users/jonathantneal
azavea,bootstrap-select,raido,3,https://github.com/raido,https://api.github.com/users/raido
azavea,bootstrap-select,smashercosmo,3,https://github.com/smashercosmo,https://api.github.com/users/smashercosmo
azavea,bootstrap-select,antonellopasella,3,https://github.com/antonellopasella,https://api.github.com/users/antonellopasella
azavea,bootstrap-select,truckingsim,2,https://github.com/truckingsim,https://api.github.com/users/truckingsim
azavea,bootstrap-select,noirbizarre,2,https://github.com/noirbizarre,https://api.github.com/users/noirbizarre
azavea,bootstrap-select,carlosrberto,2,https://github.com/carlosrberto,https://api.github.com/users/carlosrberto
azavea,bootstrap-select,Nushio,2,https://github.com/Nushio,https://api.github.com/users/Nushio
azavea,bootstrap-select,hallister,2,https://github.com/hallister,https://api.github.com/users/hallister
azavea,bootstrap-select,Crease29,2,https://github.com/Crease29,https://api.github.com/users/Crease29
azavea,bootstrap-select,MSamman,2,https://github.com/MSamman,https://api.github.com/users/MSamman
azavea,bootstrap-select,petr-inmite,2,https://github.com/petr-inmite,https://api.github.com/users/petr-inmite
azavea,bootstrap-select,roundrobinquantum,2,https://github.com/roundrobinquantum,https://api.github.com/users/roundrobinquantum
azavea,bootstrap-select,MisatoTremor,2,https://github.com/MisatoTremor,https://api.github.com/users/MisatoTremor
azavea,bootstrap-select,tristanlee85,2,https://github.com/tristanlee85,https://api.github.com/users/tristanlee85
azavea,bootstrap-select,Zhomart,2,https://github.com/Zhomart,https://api.github.com/users/Zhomart
azavea,bootstrap-select,martinpanek87,2,https://github.com/martinpanek87,https://api.github.com/users/martinpanek87
azavea,bootstrap-select,lordarthas,1,https://github.com/lordarthas,https://api.github.com/users/lordarthas
azavea,bootstrap-select,angelxmoreno,1,https://github.com/angelxmoreno,https://api.github.com/users/angelxmoreno
azavea,bootstrap-select,aldatsa,1,https://github.com/aldatsa,https://api.github.com/users/aldatsa
azavea,bootstrap-select,broberson,1,https://github.com/broberson,https://api.github.com/users/broberson
azavea,bootstrap-select,begizi,1,https://github.com/begizi,https://api.github.com/users/begizi
azavea,bootstrap-select,zalog,1,https://github.com/zalog,https://api.github.com/users/zalog
azavea,bootstrap-select,ckapatch,1,https://github.com/ckapatch,https://api.github.com/users/ckapatch
azavea,bootstrap-select,ChadPrice,1,https://github.com/ChadPrice,https://api.github.com/users/ChadPrice
azavea,bootstrap-select,cvrebert,1,https://github.com/cvrebert,https://api.github.com/users/cvrebert
azavea,bootstrap-select,cizar,1,https://github.com/cizar,https://api.github.com/users/cizar
azavea,bootstrap-select,Badmuts,1,https://github.com/Badmuts,https://api.github.com/users/Badmuts
azavea,bootstrap-select,dcousineau,1,https://github.com/dcousineau,https://api.github.com/users/dcousineau
azavea,bootstrap-select,davidderus,1,https://github.com/davidderus,https://api.github.com/users/davidderus
azavea,bootstrap-select,DavidePastore,1,https://github.com/DavidePastore,https://api.github.com/users/DavidePastore
azavea,bootstrap-select,dfs123d,1,https://github.com/dfs123d,https://api.github.com/users/dfs123d
azavea,bootstrap-select,darfink,1,https://github.com/darfink,https://api.github.com/users/darfink
azavea,bootstrap-select,ehpc,1,https://github.com/ehpc,https://api.github.com/users/ehpc
azavea,bootstrap-select,felixkl,1,https://github.com/felixkl,https://api.github.com/users/felixkl
azavea,bootstrap-select,gkoychev,1,https://github.com/gkoychev,https://api.github.com/users/gkoychev
azavea,bootstrap-select,GonzaGonza,1,https://github.com/GonzaGonza,https://api.github.com/users/GonzaGonza
azavea,bootstrap-select,wolanski,1,https://github.com/wolanski,https://api.github.com/users/wolanski
azavea,bootstrap-select,hanzubon,1,https://github.com/hanzubon,https://api.github.com/users/hanzubon
azavea,bootstrap-select,jkrehm,1,https://github.com/jkrehm,https://api.github.com/users/jkrehm
azavea,bootstrap-select,lazlolazarous,1,https://github.com/lazlolazarous,https://api.github.com/users/lazlolazarous
azavea,bootstrap-select,blackjid,1,https://github.com/blackjid,https://api.github.com/users/blackjid
azavea,bootstrap-select,kdeloach,1,https://github.com/kdeloach,https://api.github.com/users/kdeloach
azavea,bootstrap-select,exaroth,1,https://github.com/exaroth,https://api.github.com/users/exaroth
azavea,bootstrap-select,lawrencealan,1,https://github.com/lawrencealan,https://api.github.com/users/lawrencealan
azavea,bootstrap-select,leoberdu,1,https://github.com/leoberdu,https://api.github.com/users/leoberdu
azavea,bootstrap-select,gaspardle,1,https://github.com/gaspardle,https://api.github.com/users/gaspardle
azavea,bootstrap-select,markcarver,1,https://github.com/markcarver,https://api.github.com/users/markcarver
azavea,bootstrap-select,alexshk,1,https://github.com/alexshk,https://api.github.com/users/alexshk
azavea,bootstrap-select,althaus,1,https://github.com/althaus,https://api.github.com/users/althaus
azavea,bootstrap-select,hazzik,1,https://github.com/hazzik,https://api.github.com/users/hazzik
azavea,bootstrap-select,Nerone21,1,https://github.com/Nerone21,https://api.github.com/users/Nerone21
azavea,bootstrap-select,Nijikokun,1,https://github.com/Nijikokun,https://api.github.com/users/Nijikokun
azavea,bootstrap-select,oleg-voloshyn,1,https://github.com/oleg-voloshyn,https://api.github.com/users/oleg-voloshyn
azavea,bootstrap-select,PeterDaveHello,1,https://github.com/PeterDaveHello,https://api.github.com/users/PeterDaveHello
azavea,bootstrap-select,stonephp,1,https://github.com/stonephp,https://api.github.com/users/stonephp
azavea,bootstrap-select,renhammington,1,https://github.com/renhammington,https://api.github.com/users/renhammington
azavea,bootstrap-select,dijs,1,https://github.com/dijs,https://api.github.com/users/dijs
azavea,bootstrap-select,rumends,1,https://github.com/rumends,https://api.github.com/users/rumends
azavea,bootstrap-select,jesenko,1,https://github.com/jesenko,https://api.github.com/users/jesenko
azavea,bootstrap-select,tshi0912,1,https://github.com/tshi0912,https://api.github.com/users/tshi0912
azavea,bootstrap-select,thomaswelton,1,https://github.com/thomaswelton,https://api.github.com/users/thomaswelton
azavea,bootstrap-select,tibee,1,https://github.com/tibee,https://api.github.com/users/tibee
azavea,bootstrap-select,tomwagner,1,https://github.com/tomwagner,https://api.github.com/users/tomwagner
azavea,bootstrap-select,daggmano,1,https://github.com/daggmano,https://api.github.com/users/daggmano
azavea,bootstrap-select,iuread,1,https://github.com/iuread,https://api.github.com/users/iuread
azavea,bootstrap-select,stychos,1,https://github.com/stychos,https://api.github.com/users/stychos
azavea,bootstrap-select,lemming,1,https://github.com/lemming,https://api.github.com/users/lemming
azavea,bootstrap-select,sakana280,1,https://github.com/sakana280,https://api.github.com/users/sakana280
azavea,bootstrap-select,sweatty1,1,https://github.com/sweatty1,https://api.github.com/users/sweatty1
azavea,bootstrap-select,doonfrs,1,https://github.com/doonfrs,https://api.github.com/users/doonfrs
azavea,ashlar,CloudNiner,81,https://github.com/CloudNiner,https://api.github.com/users/CloudNiner
azavea,ashlar,ddohler,32,https://github.com/ddohler,https://api.github.com/users/ddohler
azavea,ashlar,flibbertigibbet,23,https://github.com/flibbertigibbet,https://api.github.com/users/flibbertigibbet
azavea,ashlar,moradology,21,https://github.com/moradology,https://api.github.com/users/moradology
azavea,ashlar,kshepard,14,https://github.com/kshepard,https://api.github.com/users/kshepard
azavea,ashlar,fungjj92,3,https://github.com/fungjj92,https://api.github.com/users/fungjj92
azavea,majorkirby,hectcastro,16,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,majorkirby,sharph,3,https://github.com/sharph,https://api.github.com/users/sharph
azavea,gtfs-feed-fetcher,flibbertigibbet,51,https://github.com/flibbertigibbet,https://api.github.com/users/flibbertigibbet
azavea,mos-greenworks,CloudNiner,124,https://github.com/CloudNiner,https://api.github.com/users/CloudNiner
azavea,mos-greenworks,jfrankl,30,https://github.com/jfrankl,https://api.github.com/users/jfrankl
azavea,mos-greenworks,jbranigan,4,https://github.com/jbranigan,https://api.github.com/users/jbranigan
azavea,ansible-papertrail,flibbertigibbet,8,https://github.com/flibbertigibbet,https://api.github.com/users/flibbertigibbet
azavea,raster-foundry,kdeloach,181,https://github.com/kdeloach,https://api.github.com/users/kdeloach
azavea,raster-foundry,lliss,153,https://github.com/lliss,https://api.github.com/users/lliss
azavea,raster-foundry,lewfish,98,https://github.com/lewfish,https://api.github.com/users/lewfish
azavea,raster-foundry,hectcastro,36,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,raster-foundry,designmatty,16,https://github.com/designmatty,https://api.github.com/users/designmatty
azavea,raster-foundry,lossyrob,3,https://github.com/lossyrob,https://api.github.com/users/lossyrob
azavea,ngGeocoder,CloudNiner,11,https://github.com/CloudNiner,https://api.github.com/users/CloudNiner
azavea,imls-museum-data,CloudNiner,169,https://github.com/CloudNiner,https://api.github.com/users/CloudNiner
azavea,imls-museum-data,sharph,64,https://github.com/sharph,https://api.github.com/users/sharph
azavea,imls-museum-data,designmatty,34,https://github.com/designmatty,https://api.github.com/users/designmatty
azavea,docker-vpnc,hectcastro,5,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,leaflet-plugins,brunob,98,https://github.com/brunob,https://api.github.com/users/brunob
azavea,leaflet-plugins,ErshKUS,11,https://github.com/ErshKUS,https://api.github.com/users/ErshKUS
azavea,leaflet-plugins,shramov,7,https://github.com/shramov,https://api.github.com/users/shramov
azavea,leaflet-plugins,luiscamachopt,4,https://github.com/luiscamachopt,https://api.github.com/users/luiscamachopt
azavea,leaflet-plugins,fiskus,4,https://github.com/fiskus,https://api.github.com/users/fiskus
azavea,leaflet-plugins,lushchick,3,https://github.com/lushchick,https://api.github.com/users/lushchick
azavea,leaflet-plugins,SeregaMatin,3,https://github.com/SeregaMatin,https://api.github.com/users/SeregaMatin
azavea,leaflet-plugins,stefanocudini,3,https://github.com/stefanocudini,https://api.github.com/users/stefanocudini
azavea,leaflet-plugins,williammcrae,3,https://github.com/williammcrae,https://api.github.com/users/williammcrae
azavea,leaflet-plugins,elidupuis,2,https://github.com/elidupuis,https://api.github.com/users/elidupuis
azavea,leaflet-plugins,packowitz,2,https://github.com/packowitz,https://api.github.com/users/packowitz
azavea,leaflet-plugins,cschell,2,https://github.com/cschell,https://api.github.com/users/cschell
azavea,leaflet-plugins,buche,2,https://github.com/buche,https://api.github.com/users/buche
azavea,leaflet-plugins,andrewshadura,2,https://github.com/andrewshadura,https://api.github.com/users/andrewshadura
azavea,leaflet-plugins,shurshur,1,https://github.com/shurshur,https://api.github.com/users/shurshur
azavea,leaflet-plugins,alno,1,https://github.com/alno,https://api.github.com/users/alno
azavea,leaflet-plugins,alasdairnicol,1,https://github.com/alasdairnicol,https://api.github.com/users/alasdairnicol
azavea,leaflet-plugins,angch,1,https://github.com/angch,https://api.github.com/users/angch
azavea,leaflet-plugins,turban,1,https://github.com/turban,https://api.github.com/users/turban
azavea,leaflet-plugins,brandoncopeland,1,https://github.com/brandoncopeland,https://api.github.com/users/brandoncopeland
azavea,leaflet-plugins,spra85,1,https://github.com/spra85,https://api.github.com/users/spra85
azavea,leaflet-plugins,danburzo,1,https://github.com/danburzo,https://api.github.com/users/danburzo
azavea,leaflet-plugins,erf,1,https://github.com/erf,https://api.github.com/users/erf
azavea,leaflet-plugins,jimr,1,https://github.com/jimr,https://api.github.com/users/jimr
azavea,leaflet-plugins,Koc,1,https://github.com/Koc,https://api.github.com/users/Koc
azavea,leaflet-plugins,MusicalCreeper01,1,https://github.com/MusicalCreeper01,https://api.github.com/users/MusicalCreeper01
azavea,leaflet-plugins,rickselby,1,https://github.com/rickselby,https://api.github.com/users/rickselby
azavea,leaflet-plugins,emehmet,1,https://github.com/emehmet,https://api.github.com/users/emehmet
azavea,leaflet-plugins,jywarren,1,https://github.com/jywarren,https://api.github.com/users/jywarren
azavea,leaflet-plugins,raffas,1,https://github.com/raffas,https://api.github.com/users/raffas
azavea,leaflet-plugins,nexushoratio,1,https://github.com/nexushoratio,https://api.github.com/users/nexushoratio
azavea,leaflet-plugins,opie,1,https://github.com/opie,https://api.github.com/users/opie
azavea,leaflet-plugins,stilltorik,1,https://github.com/stilltorik,https://api.github.com/users/stilltorik
azavea,docker-django,notthatbreezy,8,https://github.com/notthatbreezy,https://api.github.com/users/notthatbreezy
azavea,docker-django,hectcastro,4,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,docker-static-core,hectcastro,7,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,docker-spark-jobserver,hectcastro,11,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,docker-scala,hectcastro,6,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,spark-jobserver,velvia,198,https://github.com/velvia,https://api.github.com/users/velvia
azavea,spark-jobserver,zeitos,47,https://github.com/zeitos,https://api.github.com/users/zeitos
azavea,spark-jobserver,maasg,32,https://github.com/maasg,https://api.github.com/users/maasg
azavea,spark-jobserver,fedragon,32,https://github.com/fedragon,https://api.github.com/users/fedragon
azavea,spark-jobserver,dan-null,28,https://github.com/dan-null,https://api.github.com/users/dan-null
azavea,spark-jobserver,svendx4f,14,https://github.com/svendx4f,https://api.github.com/users/svendx4f
azavea,spark-jobserver,KaiXinXiaoLei,11,https://github.com/KaiXinXiaoLei,https://api.github.com/users/KaiXinXiaoLei
azavea,spark-jobserver,sujee,10,https://github.com/sujee,https://api.github.com/users/sujee
azavea,spark-jobserver,pmarnik,10,https://github.com/pmarnik,https://api.github.com/users/pmarnik
azavea,spark-jobserver,nemccarthy,8,https://github.com/nemccarthy,https://api.github.com/users/nemccarthy
azavea,spark-jobserver,joescii,6,https://github.com/joescii,https://api.github.com/users/joescii
azavea,spark-jobserver,CurryGaifan,5,https://github.com/CurryGaifan,https://api.github.com/users/CurryGaifan
azavea,spark-jobserver,petro-rudenko,5,https://github.com/petro-rudenko,https://api.github.com/users/petro-rudenko
azavea,spark-jobserver,jeffsteinmetz,4,https://github.com/jeffsteinmetz,https://api.github.com/users/jeffsteinmetz
azavea,spark-jobserver,nobusue,4,https://github.com/nobusue,https://api.github.com/users/nobusue
azavea,spark-jobserver,litao-buptsse,4,https://github.com/litao-buptsse,https://api.github.com/users/litao-buptsse
azavea,spark-jobserver,RussellSpitzer,3,https://github.com/RussellSpitzer,https://api.github.com/users/RussellSpitzer
azavea,spark-jobserver,acidghost,3,https://github.com/acidghost,https://api.github.com/users/acidghost
azavea,spark-jobserver,matthew-sharp,2,https://github.com/matthew-sharp,https://api.github.com/users/matthew-sharp
azavea,spark-jobserver,ash211,2,https://github.com/ash211,https://api.github.com/users/ash211
azavea,spark-jobserver,CrazyJvm,2,https://github.com/CrazyJvm,https://api.github.com/users/CrazyJvm
azavea,spark-jobserver,myxjtu,2,https://github.com/myxjtu,https://api.github.com/users/myxjtu
azavea,spark-jobserver,jonbuffington,2,https://github.com/jonbuffington,https://api.github.com/users/jonbuffington
azavea,spark-jobserver,Andie78,2,https://github.com/Andie78,https://api.github.com/users/Andie78
azavea,spark-jobserver,tsindot,2,https://github.com/tsindot,https://api.github.com/users/tsindot
azavea,spark-jobserver,WangTaoTheTonic,2,https://github.com/WangTaoTheTonic,https://api.github.com/users/WangTaoTheTonic
azavea,spark-jobserver,adrianfr,2,https://github.com/adrianfr,https://api.github.com/users/adrianfr
azavea,spark-jobserver,bigsnarfdude,2,https://github.com/bigsnarfdude,https://api.github.com/users/bigsnarfdude
azavea,spark-jobserver,cerebraldna,2,https://github.com/cerebraldna,https://api.github.com/users/cerebraldna
azavea,spark-jobserver,hibikir,2,https://github.com/hibikir,https://api.github.com/users/hibikir
azavea,spark-jobserver,darkjh,2,https://github.com/darkjh,https://api.github.com/users/darkjh
azavea,spark-jobserver,ajmerlob,1,https://github.com/ajmerlob,https://api.github.com/users/ajmerlob
azavea,spark-jobserver,Ankit1010,1,https://github.com/Ankit1010,https://api.github.com/users/Ankit1010
azavea,spark-jobserver,aasamy,1,https://github.com/aasamy,https://api.github.com/users/aasamy
azavea,spark-jobserver,avram,1,https://github.com/avram,https://api.github.com/users/avram
azavea,spark-jobserver,david-resnick,1,https://github.com/david-resnick,https://api.github.com/users/david-resnick
azavea,spark-jobserver,devesh,1,https://github.com/devesh,https://api.github.com/users/devesh
azavea,spark-jobserver,MarioCerdan,1,https://github.com/MarioCerdan,https://api.github.com/users/MarioCerdan
azavea,spark-jobserver,nickpoorman,1,https://github.com/nickpoorman,https://api.github.com/users/nickpoorman
azavea,spark-jobserver,noorul,1,https://github.com/noorul,https://api.github.com/users/noorul
azavea,spark-jobserver,gitter-badger,1,https://github.com/gitter-badger,https://api.github.com/users/gitter-badger
azavea,spark-jobserver,TimDumol,1,https://github.com/TimDumol,https://api.github.com/users/TimDumol
azavea,spark-jobserver,jmelching,1,https://github.com/jmelching,https://api.github.com/users/jmelching
azavea,docker-spark,hectcastro,11,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,docker-spark,notthatbreezy,1,https://github.com/notthatbreezy,https://api.github.com/users/notthatbreezy
azavea,docker-postgis,notthatbreezy,3,https://github.com/notthatbreezy,https://api.github.com/users/notthatbreezy
azavea,docker-postgis,hectcastro,2,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,Leaflet.draw,jacobtoye,523,https://github.com/jacobtoye,https://api.github.com/users/jacobtoye
azavea,Leaflet.draw,Zverik,12,https://github.com/Zverik,https://api.github.com/users/Zverik
azavea,Leaflet.draw,justinmanley,9,https://github.com/justinmanley,https://api.github.com/users/justinmanley
azavea,Leaflet.draw,Starefossen,7,https://github.com/Starefossen,https://api.github.com/users/Starefossen
azavea,Leaflet.draw,nexushoratio,7,https://github.com/nexushoratio,https://api.github.com/users/nexushoratio
azavea,Leaflet.draw,danzel,7,https://github.com/danzel,https://api.github.com/users/danzel
azavea,Leaflet.draw,tmcw,6,https://github.com/tmcw,https://api.github.com/users/tmcw
azavea,Leaflet.draw,michaelguild13,6,https://github.com/michaelguild13,https://api.github.com/users/michaelguild13
azavea,Leaflet.draw,manubb,6,https://github.com/manubb,https://api.github.com/users/manubb
azavea,Leaflet.draw,frankrowe,5,https://github.com/frankrowe,https://api.github.com/users/frankrowe
azavea,Leaflet.draw,ajbeaven,4,https://github.com/ajbeaven,https://api.github.com/users/ajbeaven
azavea,Leaflet.draw,mourner,4,https://github.com/mourner,https://api.github.com/users/mourner
azavea,Leaflet.draw,iirvine,4,https://github.com/iirvine,https://api.github.com/users/iirvine
azavea,Leaflet.draw,jmkelly,3,https://github.com/jmkelly,https://api.github.com/users/jmkelly
azavea,Leaflet.draw,koppelbakje,3,https://github.com/koppelbakje,https://api.github.com/users/koppelbakje
azavea,Leaflet.draw,yohanboniface,3,https://github.com/yohanboniface,https://api.github.com/users/yohanboniface
azavea,Leaflet.draw,metajungle,2,https://github.com/metajungle,https://api.github.com/users/metajungle
azavea,Leaflet.draw,gmccrackin,2,https://github.com/gmccrackin,https://api.github.com/users/gmccrackin
azavea,Leaflet.draw,atombender,2,https://github.com/atombender,https://api.github.com/users/atombender
azavea,Leaflet.draw,cazacugmihai,2,https://github.com/cazacugmihai,https://api.github.com/users/cazacugmihai
azavea,Leaflet.draw,tnightingale,2,https://github.com/tnightingale,https://api.github.com/users/tnightingale
azavea,Leaflet.draw,brunob,2,https://github.com/brunob,https://api.github.com/users/brunob
azavea,Leaflet.draw,leplatrem,2,https://github.com/leplatrem,https://api.github.com/users/leplatrem
azavea,Leaflet.draw,jayhogan,2,https://github.com/jayhogan,https://api.github.com/users/jayhogan
azavea,Leaflet.draw,aaronr,1,https://github.com/aaronr,https://api.github.com/users/aaronr
azavea,Leaflet.draw,alanshaw,1,https://github.com/alanshaw,https://api.github.com/users/alanshaw
azavea,Leaflet.draw,w8r,1,https://github.com/w8r,https://api.github.com/users/w8r
azavea,Leaflet.draw,brianherbert,1,https://github.com/brianherbert,https://api.github.com/users/brianherbert
azavea,Leaflet.draw,bmcbride,1,https://github.com/bmcbride,https://api.github.com/users/bmcbride
azavea,Leaflet.draw,dwnoble,1,https://github.com/dwnoble,https://api.github.com/users/dwnoble
azavea,Leaflet.draw,DevinClark,1,https://github.com/DevinClark,https://api.github.com/users/DevinClark
azavea,Leaflet.draw,erictheise,1,https://github.com/erictheise,https://api.github.com/users/erictheise
azavea,Leaflet.draw,ghuntley,1,https://github.com/ghuntley,https://api.github.com/users/ghuntley
azavea,Leaflet.draw,Grsmto,1,https://github.com/Grsmto,https://api.github.com/users/Grsmto
azavea,Leaflet.draw,joeybaker,1,https://github.com/joeybaker,https://api.github.com/users/joeybaker
azavea,Leaflet.draw,kyletolle,1,https://github.com/kyletolle,https://api.github.com/users/kyletolle
azavea,Leaflet.draw,Guiswa,1,https://github.com/Guiswa,https://api.github.com/users/Guiswa
azavea,Leaflet.draw,mmcfarland,1,https://github.com/mmcfarland,https://api.github.com/users/mmcfarland
azavea,Leaflet.draw,moiarcsan,1,https://github.com/moiarcsan,https://api.github.com/users/moiarcsan
azavea,Leaflet.draw,mapmeld,1,https://github.com/mapmeld,https://api.github.com/users/mapmeld
azavea,Leaflet.draw,pablopda,1,https://github.com/pablopda,https://api.github.com/users/pablopda
azavea,Leaflet.draw,pztrick,1,https://github.com/pztrick,https://api.github.com/users/pztrick
azavea,Leaflet.draw,paulcpederson,1,https://github.com/paulcpederson,https://api.github.com/users/paulcpederson
azavea,Leaflet.draw,stephanebachelier,1,https://github.com/stephanebachelier,https://api.github.com/users/stephanebachelier
azavea,Leaflet.draw,frac,1,https://github.com/frac,https://api.github.com/users/frac
azavea,Leaflet.draw,ilvalle,1,https://github.com/ilvalle,https://api.github.com/users/ilvalle
azavea,Leaflet.draw,christophe-g,1,https://github.com/christophe-g,https://api.github.com/users/christophe-g
azavea,docker-aws-cli,hectcastro,6,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,docker-windshaft,hectcastro,5,https://github.com/hectcastro,https://api.github.com/users/hectcastro
azavea,djsonb,moradology,13,https://github.com/moradology,https://api.github.com/users/moradology
azavea,djsonb,ddohler,4,https://github.com/ddohler,https://api.github.com/users/ddohler
azavea,python-arcgis-rest-query,Schwanksta,85,https://github.com/Schwanksta,https://api.github.com/users/Schwanksta
azavea,python-arcgis-rest-query,CloudNiner,11,https://github.com/CloudNiner,https://api.github.com/users/CloudNiner
